order_id,order_date,customer_id,payment_method
O01395,11/07/2024,C1203,Mobile Banking
O01396,25/02/2024,C0180,Mobile Banking
O01397,07/02/2024,C1053,Card
O01398,16/09/2024,C0093,Card
O01399,16/12/2024,C0468,Cash
O01400,15/08/2024,C1000,Mobile Banking
O01401,17/06/2024,C1253,Mobile Banking
O01402,11/12/2024,C0112,Mobile Banking
O01403,07/09/2024,C0728,Card
O01404,21/05/2024,C0590,Cash
O01405,03/05/2024,C0310,Mobile Banking
O01406,01/07/2024,C1396,Mobile Banking
O01407,11/08/2024,C0369,Card
O01408,06/07/2024,C1121,Card
O01409,06/12/2024,C0552,Card
O01410,27/07/2024,C0030,Card
O01411,25/07/2024,C0785,Cash
O01412,30/12/2024,C0255,Cash
O01413,11/06/2024,C0649,Mobile Banking
O01414,22/12/2024,C1041,Card
O01415,04/08/2024,C0653,Mobile Banking
O01416,04/09/2024,C0497,Cash
O01417,20/11/2024,C0345,Mobile Banking
O01418,14/08/2024,C1112,Cash
O01419,15/10/2024,C0736,Card
O01420,09/01/2024,C0284,Mobile Banking
O01421,19/10/2024,C0748,Cash
O01422,04/05/2024,C1186,Card
O01423,16/12/2024,C1495,Mobile Banking
O01424,14/08/2024,C0416,Cash
O01425,11/02/2024,C1220,Cash
O01426,06/11/2024,C1140,Card
O01427,23/12/2024,C0107,Cash
O01428,17/04/2024,C1053,Mobile Banking
O01429,16/01/2024,C1375,Cash
O01430,09/06/2024,C0224,Mobile Banking
O01431,22/12/2024,C0524,Cash
O01432,17/05/2024,C0594,Mobile Banking
O01433,29/03/2024,C0611,Mobile Banking
O01434,01/06/2024,C0220,Card
O01435,24/08/2024,C1401,Cash
O01436,15/03/2024,C0042,Mobile Banking
O01437,23/04/2024,C0993,Card
O01438,24/01/2024,C1234,Mobile Banking
O01439,16/06/2024,C0226,Card
O01440,24/08/2024,C0556,Mobile Banking
O01441,29/05/2024,C1209,Mobile Banking
O01442,05/12/2024,C0871,Mobile Banking
O01443,18/10/2024,C1121,Cash
O01444,25/03/2024,C0757,Card
O01445,14/06/2024,C1019,Cash
O01446,15/10/2024,C0783,Cash
O01447,11/08/2024,C0991,Cash
O01448,26/02/2024,C1259,Cash
O01449,05/03/2024,C0652,Cash
O01450,12/03/2024,C1078,Card
O01451,22/11/2024,C1032,Card
O01452,20/01/2024,C0152,Cash
O01453,31/01/2024,C1412,Card
O01454,13/11/2024,C1062,Card
O01455,09/10/2024,C0898,Cash
O01456,07/12/2024,C0192,Card
O01457,01/02/2024,C0759,Cash
O01458,01/03/2024,C1297,Card
O01459,04/04/2024,C0746,Card
O01460,14/08/2024,C0110,Mobile Banking
O01461,05/09/2024,C1216,Mobile Banking
O01462,15/06/2024,C1458,Mobile Banking
O01463,21/08/2024,C1498,Cash
O01464,12/02/2024,C0125,Mobile Banking
O01465,06/02/2024,C0305,Card
O01466,08/09/2024,C0712,Cash
O01467,28/03/2024,C1308,Card
O01468,25/09/2024,C0496,Mobile Banking
O01469,01/06/2024,C0546,Cash
O01470,09/08/2024,C0393,Cash
O01471,10/01/2024,C0220,Mobile Banking
O01472,28/12/2024,C1465,Card
O01473,27/10/2024,C0908,Cash
O01474,25/01/2024,C0820,Cash
O01475,20/04/2024,C0375,Mobile Banking
O01476,04/11/2024,C0185,Mobile Banking
O01477,05/03/2024,C0914,Cash
O01478,19/03/2024,C1470,Card
O01479,22/01/2024,C1401,Cash
O01480,04/04/2024,C0044,Mobile Banking
O01481,07/07/2024,C0201,Cash
O01482,10/04/2024,C0857,Mobile Banking
O01483,09/10/2024,C0409,Cash
O01484,13/08/2024,C0072,Card
O01485,28/08/2024,C1327,Cash
O01486,15/06/2024,C0501,Card
O01487,22/06/2024,C1427,Card
O01488,23/08/2024,C0007,Card
O01489,13/04/2024,C0775,Card
O01490,14/11/2024,C1266,Cash
O01491,22/01/2024,C0460,Cash
O01492,21/04/2024,C0089,Cash
O01493,16/08/2024,C0067,Cash
O01494,01/07/2024,C0381,Cash
O01495,27/11/2024,C0723,Mobile Banking
O01496,04/12/2024,C0523,Mobile Banking
O01497,17/10/2024,C0379,Cash
O01498,24/09/2024,C1111,Card
O01499,20/04/2024,C0205,Cash
O01500,17/08/2024,C0867,Cash
O01501,02/01/2024,C0991,Cash
O01502,05/01/2024,C0422,Cash
O01503,31/10/2024,C1249,Cash
O01504,29/10/2024,C0530,Cash
O01505,31/08/2024,C1067,Mobile Banking
O01506,02/11/2024,C0235,Mobile Banking
O01507,03/07/2024,C0342,Mobile Banking
O01508,24/03/2024,C0214,Mobile Banking
O01509,05/11/2024,C0134,Mobile Banking
O01510,27/04/2024,C0726,Mobile Banking
O01511,16/10/2024,C1387,Card
O01512,28/04/2024,C0219,Mobile Banking
O01513,02/07/2024,C0753,Card
O01514,06/08/2024,C1288,Cash
O01515,21/10/2024,C0107,Mobile Banking
O01516,15/11/2024,C0711,Mobile Banking
O01517,27/04/2024,C0816,Cash
O01518,04/06/2024,C0843,Cash
O01519,24/08/2024,C1432,Card
O01520,02/03/2024,C1126,Cash
O01521,20/03/2024,C0962,Card
O01522,29/01/2024,C1471,Card
O01523,01/09/2024,C0890,Cash
O01524,14/10/2024,C0291,Card
O01525,31/05/2024,C1346,Mobile Banking
O01526,03/04/2024,C0694,Mobile Banking
O01527,25/10/2024,C0306,Mobile Banking
O01528,16/05/2024,C1303,Mobile Banking
O01529,12/08/2024,C1457,Cash
O01530,28/10/2024,C1333,Mobile Banking
O01531,10/03/2024,C0426,Cash
O01532,03/09/2024,C0820,Mobile Banking
O01533,07/01/2024,C1265,Mobile Banking
O01534,08/03/2024,C0888,Cash
O01535,09/02/2024,C0021,Card
O01536,16/10/2024,C0397,Cash
O01537,12/06/2024,C0942,Cash
O01538,29/01/2024,C0776,Cash
O01539,06/06/2024,C1225,Mobile Banking
O01540,18/09/2024,C0223,Mobile Banking
O01541,19/08/2024,C1388,Cash
O01542,29/10/2024,C0877,Mobile Banking
O01543,08/11/2024,C0927,Cash
O01544,08/10/2024,C0460,Card
O01545,19/11/2024,C1045,Mobile Banking
O01546,21/11/2024,C0801,Mobile Banking
O01547,27/10/2024,C1321,Cash
O01548,20/06/2024,C0851,Cash
O01549,19/12/2024,C1297,Card
O01550,11/08/2024,C0987,Cash
O01551,14/05/2024,C0819,Card
O01552,30/09/2024,C0476,Card
O01553,25/01/2024,C0652,Cash
O01554,11/05/2024,C1445,Mobile Banking
O01555,07/08/2024,C1321,Cash
O01556,31/01/2024,C0116,Mobile Banking
O01557,20/04/2024,C0730,Mobile Banking
O01558,07/07/2024,C0285,Cash
O01559,08/07/2024,C0893,Cash
O01560,06/02/2024,C0930,Mobile Banking
O01561,28/12/2024,C0871,Cash
O01562,01/10/2024,C0265,Mobile Banking
O01563,10/04/2024,C0020,Mobile Banking
O01564,19/12/2024,C0685,Card
O01565,14/03/2024,C0035,Cash
O01566,20/10/2024,C0300,Card
O01567,15/10/2024,C1029,Cash
O01568,06/01/2024,C1477,Card
O01569,23/09/2024,C0505,Mobile Banking
O01570,08/10/2024,C1276,Cash
O01571,04/11/2024,C1043,Cash
O01572,07/12/2024,C0904,Cash
O01573,11/08/2024,C1025,Cash
O01574,17/02/2024,C0143,Cash
O01575,28/04/2024,C0661,Card
O01576,03/02/2024,C0590,Cash
O01577,29/08/2024,C1281,Mobile Banking
O01578,20/01/2024,C0972,Card
O01579,07/05/2024,C0403,Cash
O01580,16/03/2024,C0772,Cash
O01581,26/03/2024,C1475,Card
O01582,27/03/2024,C1214,Cash
O01583,28/12/2024,C1126,Cash
O01584,22/06/2024,C0892,Card
O01585,12/12/2024,C1143,Cash
O01586,19/09/2024,C1343,Card
O01587,21/01/2024,C1482,Cash
O01588,23/05/2024,C0127,Card
O01589,14/03/2024,C1061,Mobile Banking
O01590,15/04/2024,C0928,Card
O01591,02/06/2024,C0074,Cash
O01592,02/01/2024,C1391,Cash
O01593,22/05/2024,C0601,Cash
O01594,26/05/2024,C0589,Cash
O01595,10/02/2024,C0803,Card
O01596,27/07/2024,C0918,Mobile Banking
O01597,27/02/2024,C0136,Mobile Banking
O01598,14/10/2024,C0158,Cash
O01599,02/02/2024,C1190,Cash
O01600,27/06/2024,C1142,Card
O01601,13/02/2024,C0751,Cash
O01602,21/05/2024,C1375,Cash
O01603,19/05/2024,C0231,Mobile Banking
O01604,04/09/2024,C0435,Card
O01605,01/04/2024,C0800,Mobile Banking
O01606,24/05/2024,C0015,Cash
O01607,17/04/2024,C0338,Card
O01608,15/12/2024,C0151,Mobile Banking
O01609,18/11/2024,C0923,Cash
O01610,08/02/2024,C0866,Card
O01611,06/03/2024,C0171,Card
O01612,03/06/2024,C1424,Card
O01613,21/09/2024,C0023,Card
O01614,26/08/2024,C0914,Cash
O01615,22/03/2024,C0525,Card
O01616,05/10/2024,C1385,Cash
O01617,21/10/2024,C0050,Card
O01618,30/09/2024,C1296,Cash
O01619,11/03/2024,C0613,Mobile Banking
O01620,20/12/2024,C0944,Mobile Banking
O01621,02/11/2024,C0825,Mobile Banking
O01622,27/01/2024,C0987,Cash
O01623,25/02/2024,C1064,Cash
O01624,19/09/2024,C1187,Cash
O01625,25/02/2024,C1060,Mobile Banking
O01626,14/01/2024,C1395,Cash
O01627,10/04/2024,C0132,Mobile Banking
O01628,17/10/2024,C0943,Mobile Banking
O01629,26/02/2024,C1132,Cash
O01630,29/03/2024,C0432,Mobile Banking
O01631,29/04/2024,C0630,Card
O01632,15/12/2024,C1363,Card
O01633,28/05/2024,C1317,Cash
O01634,16/12/2024,C0675,Mobile Banking
O01635,07/09/2024,C0469,Card
O01636,15/05/2024,C1338,Mobile Banking
O01637,01/05/2024,C1008,Cash
O01638,07/10/2024,C0209,Cash
O01639,25/01/2024,C1335,Card
O01640,04/09/2024,C1319,Cash
O01641,13/03/2024,C0189,Card
O01642,11/10/2024,C0985,Mobile Banking
O01643,14/12/2024,C1103,Card
O01644,07/12/2024,C1388,Mobile Banking
O01645,16/08/2024,C1017,Mobile Banking
O01646,22/10/2024,C1097,Cash
O01647,25/08/2024,C0057,Card
O01648,21/07/2024,C0957,Card
O01649,11/03/2024,C1101,Card
O01650,02/11/2024,C0442,Card
O01651,03/10/2024,C1423,Card
O01652,05/04/2024,C0964,Cash
O01653,02/10/2024,C1220,Mobile Banking
O01654,13/02/2024,C1405,Mobile Banking
O01655,16/06/2024,C1277,Card
O01656,09/03/2024,C1037,Card
O01657,02/01/2024,C0745,Cash
O01658,16/11/2024,C0094,Cash
O01659,25/12/2024,C0111,Mobile Banking
O01660,08/05/2024,C0784,Mobile Banking
O01661,04/06/2024,C0931,Mobile Banking
O01662,23/10/2024,C0947,Mobile Banking
O01663,03/03/2024,C1206,Card
O01664,25/01/2024,C0988,Card
O01665,08/03/2024,C1496,Card
O01666,23/07/2024,C0461,Card
O01667,11/10/2024,C0825,Mobile Banking
O01668,28/10/2024,C0809,Cash
O01669,22/03/2024,C0618,Cash
O01670,01/05/2024,C0910,Card
O01671,26/05/2024,C0435,Card
O01672,01/06/2024,C1096,Cash
O01673,22/04/2024,C1191,Mobile Banking
O01674,14/04/2024,C1140,Cash
O01675,25/08/2024,C0704,Mobile Banking
O01676,08/08/2024,C1213,Cash
O01677,01/12/2024,C1238,Mobile Banking
O01678,03/11/2024,C0382,Cash
O01679,26/04/2024,C0034,Card
O01680,21/04/2024,C1097,Cash
O01681,24/07/2024,C0426,Card
O01682,04/12/2024,C1257,Cash
O01683,15/11/2024,C1113,Cash
O01684,08/09/2024,C0273,Mobile Banking
O01685,20/12/2024,C0029,Cash
O01686,08/09/2024,C0932,Mobile Banking
O01687,25/01/2024,C1191,Card
O01688,23/12/2024,C0411,Mobile Banking
O01689,07/04/2024,C1388,Cash
O01690,12/02/2024,C1318,Cash
O01691,19/06/2024,C1034,Card
O01692,02/05/2024,C1410,Card
O01693,24/03/2024,C0578,Card
O01694,23/02/2024,C1069,Card
O01695,20/12/2024,C1026,Cash
O01696,24/09/2024,C0593,Mobile Banking
O01697,14/10/2024,C1313,Card
O01698,13/09/2024,C0142,Mobile Banking
O01699,05/11/2024,C0848,Card
O01700,08/05/2024,C0476,Cash
O01701,17/02/2024,C0815,Mobile Banking
O01702,13/12/2024,C0239,Cash
O01703,24/03/2024,C1376,Mobile Banking
O01704,26/04/2024,C0872,Card
O01705,08/04/2024,C0738,Card
O01706,26/09/2024,C1268,Mobile Banking
O01707,13/07/2024,C1417,Cash
O01708,27/06/2024,C1001,Card
O01709,13/09/2024,C0708,Mobile Banking
O01710,22/11/2024,C0359,Mobile Banking
O01711,29/04/2024,C0348,Card
O01712,17/11/2024,C0090,Cash
O01713,24/03/2024,C0528,Cash
O01714,11/05/2024,C1174,Mobile Banking
O01715,09/07/2024,C1037,Mobile Banking
O01716,07/02/2024,C0302,Card
O01717,21/04/2024,C0733,Cash
O01718,08/03/2024,C0071,Cash
O01719,23/10/2024,C0291,Mobile Banking
O01720,23/07/2024,C0213,Card
O01721,30/01/2024,C0807,Card
O01722,02/05/2024,C1046,Cash
O01723,04/08/2024,C0506,Card
O01724,14/02/2024,C1153,Card
O01725,23/12/2024,C0903,Cash
O01726,18/09/2024,C0547,Cash
O01727,29/11/2024,C1177,Card
O01728,10/08/2024,C0544,Mobile Banking
O01729,25/12/2024,C1081,Card
O01730,06/08/2024,C0493,Card
O01731,24/11/2024,C1192,Card
O01732,28/06/2024,C1173,Card
O01733,25/09/2024,C0700,Cash
O01734,27/01/2024,C0348,Cash
O01735,31/10/2024,C1355,Mobile Banking
O01736,29/10/2024,C0563,Card
O01737,05/06/2024,C0354,Mobile Banking
O01738,20/04/2024,C0135,Cash
O01739,25/05/2024,C1460,Mobile Banking
O01740,18/04/2024,C0224,Cash
O01741,14/09/2024,C0621,Cash
O01742,13/07/2024,C0093,Card
O01743,16/01/2024,C1410,Card
O01744,19/01/2024,C0233,Cash
O01745,13/08/2024,C0119,Card
O01746,18/02/2024,C1088,Mobile Banking
O01747,04/03/2024,C1182,Cash
O01748,04/10/2024,C0417,Cash
O01749,25/03/2024,C0104,Mobile Banking
O01750,07/07/2024,C1263,Mobile Banking
O01751,01/07/2024,C1127,Mobile Banking
O01752,28/02/2024,C0420,Mobile Banking
O01753,25/04/2024,C0242,Card
O01754,04/01/2024,C0435,Mobile Banking
O01755,20/10/2024,C0773,Mobile Banking
O01756,17/07/2024,C0555,Card
O01757,12/06/2024,C0044,Mobile Banking
O01758,01/01/2024,C0801,Mobile Banking
O01759,01/06/2024,C0914,Cash
O01760,23/08/2024,C0639,Mobile Banking
O01761,17/07/2024,C0836,Mobile Banking
O01762,11/02/2024,C1287,Card
O01763,12/07/2024,C1330,Cash
O01764,12/07/2024,C0230,Card
O01765,26/04/2024,C0646,Cash
O01766,04/12/2024,C1218,Card
O01767,26/06/2024,C1286,Mobile Banking
O01768,11/10/2024,C0246,Card
O01769,03/09/2024,C0709,Cash
O01770,16/06/2024,C0790,Mobile Banking
O01771,21/10/2024,C0333,Card
O01772,06/05/2024,C0991,Card
O01773,09/11/2024,C1494,Mobile Banking
O01774,08/01/2024,C0720,Mobile Banking
O01775,03/10/2024,C0919,Card
O01776,19/12/2024,C0962,Card
O01777,31/07/2024,C0547,Cash
O01778,11/07/2024,C1388,Card
O01779,02/01/2024,C0861,Mobile Banking
O01780,26/10/2024,C1421,Mobile Banking
O01781,23/02/2024,C1407,Cash
O01782,02/10/2024,C0476,Mobile Banking
O01783,09/02/2024,C1249,Card
O01784,15/01/2024,C0144,Mobile Banking
O01785,09/10/2024,C1467,Cash
O01786,01/01/2024,C0642,Card
O01787,15/08/2024,C1074,Cash
O01788,03/10/2024,C0982,Mobile Banking
O01789,07/10/2024,C1354,Cash
O01790,19/08/2024,C1026,Card
O01791,06/01/2024,C0423,Card
O01792,30/01/2024,C0468,Mobile Banking
O01793,16/03/2024,C1409,Cash
O01794,26/04/2024,C0560,Mobile Banking
O01795,29/04/2024,C0220,Mobile Banking
O01796,03/06/2024,C0218,Cash
O01797,22/09/2024,C0392,Mobile Banking
O01798,09/07/2024,C1005,Card
O01799,25/02/2024,C0248,Cash
O01800,09/10/2024,C0083,Mobile Banking
O01801,26/06/2024,C1019,Card
O01802,24/11/2024,C0854,Mobile Banking
O01803,22/10/2024,C1163,Cash
O01804,01/11/2024,C0477,Card
O01805,05/04/2024,C0062,Cash
O01806,17/03/2024,C0974,Cash
O01807,25/09/2024,C1495,Cash
O01808,29/08/2024,C1120,Cash
O01809,22/07/2024,C0946,Card
O01810,23/04/2024,C0372,Mobile Banking
O01811,05/08/2024,C0300,Card
O01812,08/03/2024,C1245,Cash
O01813,30/12/2024,C1402,Card
O01814,13/06/2024,C1265,Mobile Banking
O01815,08/10/2024,C1447,Cash
O01816,22/06/2024,C0049,Mobile Banking
O01817,07/12/2024,C0633,Cash
O01818,14/04/2024,C0226,Card
O01819,28/11/2024,C0446,Mobile Banking
O01820,30/09/2024,C1296,Mobile Banking
O01821,07/08/2024,C1196,Mobile Banking
O01822,03/04/2024,C0812,Cash
O01823,26/03/2024,C1127,Mobile Banking
O01824,03/11/2024,C0670,Cash
O01825,26/08/2024,C1251,Card
O01826,16/03/2024,C1224,Card
O01827,16/08/2024,C0473,Card
O01828,01/04/2024,C1343,Mobile Banking
O01829,11/08/2024,C0428,Mobile Banking
O01830,07/06/2024,C0978,Card
O01831,23/11/2024,C1114,Cash
O01832,18/06/2024,C1036,Cash
O01833,14/06/2024,C0205,Cash
O01834,31/08/2024,C1462,Cash
O01835,01/07/2024,C0723,Cash
O01836,03/12/2024,C1309,Card
O01837,10/07/2024,C1398,Cash
O01838,04/05/2024,C1357,Card
O01839,14/03/2024,C0226,Card
O01840,24/12/2024,C0901,Cash
O01841,21/07/2024,C1276,Cash
O01842,26/06/2024,C0199,Card
O01843,01/10/2024,C0740,Cash
O01844,29/05/2024,C1037,Cash
O01845,21/10/2024,C0197,Cash
O01846,25/11/2024,C1440,Cash
O01847,31/05/2024,C0093,Cash
O01848,10/02/2024,C0627,Cash
O01849,21/08/2024,C0545,Mobile Banking
O01850,18/03/2024,C0735,Mobile Banking
O01851,19/05/2024,C0047,Mobile Banking
O01852,23/05/2024,C0714,Cash
O01853,05/04/2024,C0829,Mobile Banking
O01854,31/03/2024,C1175,Mobile Banking
O01855,16/01/2024,C0817,Mobile Banking
O01856,23/11/2024,C0399,Card
O01857,27/09/2024,C1122,Card
O01858,05/11/2024,C1301,Card
O01859,10/12/2024,C0127,Card
O01860,28/02/2024,C0385,Cash
O01861,30/03/2024,C1202,Mobile Banking
O01862,03/04/2024,C1353,Cash
O01863,09/11/2024,C0954,Cash
O01864,16/10/2024,C0668,Cash
O01865,02/11/2024,C0303,Card
O01866,09/01/2024,C0806,Cash
O01867,15/08/2024,C0253,Cash
O01868,17/06/2024,C0311,Cash
O01869,27/12/2024,C0193,Card
O01870,26/03/2024,C0908,Mobile Banking
O01871,30/03/2024,C1052,Cash
O01872,13/07/2024,C0542,Cash
O01873,01/12/2024,C1274,Card
O01874,30/06/2024,C1049,Mobile Banking
O01875,13/04/2024,C1060,Cash
O01876,07/06/2024,C1088,Card
O01877,09/11/2024,C0745,Mobile Banking
O01878,09/01/2024,C0243,Card
O01879,04/03/2024,C0227,Mobile Banking
O01880,03/06/2024,C0612,Card
O01881,04/11/2024,C0273,Mobile Banking
O01882,29/03/2024,C1222,Mobile Banking
O01883,15/06/2024,C1292,Mobile Banking
O01884,27/05/2024,C1080,Card
O01885,22/07/2024,C1426,Cash
O01886,23/03/2024,C0404,Mobile Banking
O01887,25/10/2024,C0632,Card
O01888,14/05/2024,C1165,Cash
O01889,06/03/2024,C0968,Mobile Banking
O01890,04/06/2024,C0271,Mobile Banking
O01891,29/09/2024,C0297,Mobile Banking
O01892,24/07/2024,C0713,Mobile Banking
O01893,06/01/2024,C0759,Cash
O01894,25/08/2024,C0226,Card
O01895,29/09/2024,C0402,Card
O01896,14/03/2024,C0722,Card
O01897,12/04/2024,C0941,Mobile Banking
O01898,28/10/2024,C0037,Card
O01899,11/11/2024,C1147,Cash
O01900,04/02/2024,C1285,Card
O01901,28/08/2024,C0561,Card
O01902,19/02/2024,C1382,Card
O01903,21/06/2024,C0606,Cash
O01904,02/03/2024,C1086,Card
O01905,05/12/2024,C0850,Cash
O01906,06/10/2024,C0921,Card
O01907,15/07/2024,C1080,Mobile Banking
O01908,14/07/2024,C0396,Card
O01909,19/09/2024,C0597,Cash
O01910,12/10/2024,C1187,Card
O01911,09/07/2024,C1444,Cash
O01912,28/09/2024,C0688,Mobile Banking
O01913,29/06/2024,C0998,Cash
O01914,21/09/2024,C0208,Card
O01915,16/08/2024,C0868,Mobile Banking
O01916,09/04/2024,C0695,Cash
O01917,10/09/2024,C0320,Cash
O01918,19/03/2024,C0601,Card
O01919,19/03/2024,C0290,Card
O01920,16/09/2024,C1222,Cash
O01921,20/07/2024,C0490,Card
O01922,11/08/2024,C0446,Mobile Banking
O01923,25/01/2024,C0189,Card
O01924,12/07/2024,C0371,Cash
O01925,18/10/2024,C1086,Cash
O01926,22/10/2024,C0621,Card
O01927,28/05/2024,C0210,Mobile Banking
O01928,04/01/2024,C1306,Cash
O01929,07/07/2024,C1430,Cash
O01930,03/08/2024,C0925,Cash
O01931,12/10/2024,C0815,Card
O01932,15/10/2024,C0744,Mobile Banking
O01933,18/04/2024,C0356,Card
O01934,23/12/2024,C1097,Mobile Banking
O01935,11/12/2024,C0038,Cash
O01936,11/12/2024,C1258,Card
O01937,10/01/2024,C1452,Mobile Banking
O01938,30/07/2024,C0677,Mobile Banking
O01939,21/02/2024,C0326,Card
O01940,11/01/2024,C0715,Cash
O01941,17/05/2024,C0269,Cash
O01942,05/12/2024,C1301,Card
O01943,14/12/2024,C1079,Mobile Banking
O01944,08/06/2024,C0368,Card
O01945,08/08/2024,C1006,Card
O01946,10/09/2024,C1252,Cash
O01947,11/07/2024,C0700,Card
O01948,03/03/2024,C0837,Card
O01949,28/06/2024,C1397,Mobile Banking
O01950,11/02/2024,C0252,Card
O01951,23/06/2024,C0654,Mobile Banking
O01952,19/04/2024,C0742,Card
O01953,30/03/2024,C1112,Cash
O01954,02/03/2024,C1294,Mobile Banking
O01955,17/05/2024,C1266,Mobile Banking
O01956,18/12/2024,C1075,Mobile Banking
O01957,25/12/2024,C1460,Cash
O01958,05/06/2024,C1319,Card
O01959,03/10/2024,C0594,Card
O01960,01/03/2024,C0190,Mobile Banking
O01961,18/03/2024,C1374,Mobile Banking
O01962,15/03/2024,C0470,Mobile Banking
O01963,31/08/2024,C0577,Cash
O01964,08/03/2024,C0019,Mobile Banking
O01965,01/10/2024,C1424,Mobile Banking
O01966,14/01/2024,C0449,Cash
O01967,02/02/2024,C1187,Cash
O01968,03/09/2024,C0634,Cash
O01969,21/06/2024,C1270,Cash
O01970,08/10/2024,C1073,Mobile Banking
O01971,28/04/2024,C0027,Cash
O01972,30/06/2024,C1386,Card
O01973,18/07/2024,C0543,Mobile Banking
O01974,14/03/2024,C1007,Card
O01975,14/11/2024,C1023,Cash
O01976,30/03/2024,C0715,Mobile Banking
O01977,12/08/2024,C1213,Card
O01978,29/03/2024,C0580,Cash
O01979,09/08/2024,C0126,Cash
O01980,17/06/2024,C0281,Card
O01981,28/04/2024,C0838,Card
O01982,12/07/2024,C0963,Cash
O01983,09/08/2024,C0414,Mobile Banking
O01984,17/09/2024,C0806,Mobile Banking
O01985,15/07/2024,C1087,Cash
O01986,27/06/2024,C1370,Card
O01987,04/10/2024,C0391,Card
O01988,04/10/2024,C1228,Card
O01989,13/02/2024,C0463,Mobile Banking
O01990,21/10/2024,C0929,Card
O01991,20/01/2024,C0530,Cash
O01992,21/12/2024,C0421,Cash
O01993,10/12/2024,C0102,Card
O01994,26/04/2024,C0179,Cash
O01995,29/05/2024,C0047,Cash
O01996,16/11/2024,C0760,Card
O01997,24/10/2024,C0516,Card
O01998,20/01/2024,C0481,Card
O01999,24/06/2024,C0206,Card
O02000,11/12/2024,C0819,Card
O02001,12/03/2024,C1037,Card
O02002,01/02/2024,C1006,Cash
O02003,25/01/2024,C0629,Cash
O02004,02/09/2024,C0250,Mobile Banking
O02005,20/12/2024,C0848,Card
O02006,21/10/2024,C0873,Cash
O02007,29/07/2024,C1076,Mobile Banking
O02008,06/01/2024,C1314,Card
O02009,24/12/2024,C0456,Cash
O02010,15/05/2024,C1088,Mobile Banking
O02011,15/08/2024,C0717,Cash
O02012,18/06/2024,C1198,Card
O02013,09/05/2024,C0491,Card
O02014,20/03/2024,C0909,Mobile Banking
O02015,28/07/2024,C1140,Mobile Banking
O02016,05/01/2024,C1311,Card
O02017,02/12/2024,C1042,Card
O02018,28/10/2024,C0170,Mobile Banking
O02019,15/02/2024,C0054,Card
O02020,31/01/2024,C0560,Cash
O02021,18/05/2024,C0931,Card
O02022,02/05/2024,C0450,Mobile Banking
O02023,30/10/2024,C0297,Cash
O02024,17/06/2024,C0846,Card
O02025,25/01/2024,C0548,Mobile Banking
O02026,31/01/2024,C1029,Cash
O02027,01/03/2024,C1368,Cash
O02028,28/11/2024,C0984,Card
O02029,10/01/2024,C1085,Mobile Banking
O02030,28/10/2024,C0324,Mobile Banking
O02031,14/04/2024,C0628,Card
O02032,02/08/2024,C0748,Cash
O02033,22/12/2024,C1492,Mobile Banking
O02034,14/05/2024,C0254,Cash
O02035,08/05/2024,C0027,Cash
O02036,28/12/2024,C1087,Card
O02037,21/05/2024,C1023,Cash
O02038,04/06/2024,C0429,Mobile Banking
O02039,14/05/2024,C1108,Cash
O02040,08/12/2024,C1019,Mobile Banking
O02041,28/10/2024,C0025,Cash
O02042,11/09/2024,C1013,Mobile Banking
O02043,15/11/2024,C1275,Cash
O02044,01/08/2024,C1320,Card
O02045,10/05/2024,C0356,Card
O02046,06/07/2024,C0285,Mobile Banking
O02047,09/03/2024,C1117,Card
O02048,11/01/2024,C1331,Mobile Banking
O02049,13/09/2024,C1445,Cash
O02050,09/12/2024,C0027,Cash
O02051,18/10/2024,C0671,Card
O02052,19/02/2024,C0852,Card
O02053,20/08/2024,C0463,Card
O02054,02/05/2024,C0751,Card
O02055,16/02/2024,C1369,Card
O02056,12/06/2024,C0007,Cash
O02057,23/07/2024,C1251,Cash
O02058,17/11/2024,C1133,Mobile Banking
O02059,06/03/2024,C0861,Cash
O02060,30/09/2024,C1024,Cash
O02061,11/07/2024,C0798,Card
O02062,21/06/2024,C1005,Cash
O02063,14/12/2024,C0935,Mobile Banking
O02064,19/07/2024,C0949,Cash
O02065,14/05/2024,C1086,Card
O02066,23/06/2024,C1436,Cash
O02067,20/01/2024,C1190,Card
O02068,18/03/2024,C0577,Cash
O02069,27/05/2024,C0591,Card
O02070,23/11/2024,C0066,Cash
O02071,14/01/2024,C0362,Card
O02072,13/09/2024,C0091,Card
O02073,14/09/2024,C0521,Cash
O02074,27/05/2024,C1008,Card
O02075,27/12/2024,C0391,Cash
O02076,03/03/2024,C0741,Mobile Banking
O02077,17/11/2024,C0718,Card
O02078,01/11/2024,C1138,Mobile Banking
O02079,19/11/2024,C0466,Mobile Banking
O02080,25/09/2024,C1167,Mobile Banking
O02081,07/08/2024,C0287,Card
O02082,12/06/2024,C1361,Mobile Banking
O02083,11/12/2024,C0308,Mobile Banking
O02084,09/04/2024,C1270,Card
O02085,16/12/2024,C0381,Card
O02086,11/10/2024,C0655,Card
O02087,16/04/2024,C0591,Card
O02088,29/04/2024,C1150,Card
O02089,26/05/2024,C1393,Card
O02090,01/08/2024,C0081,Card
O02091,31/08/2024,C0234,Cash
O02092,03/04/2024,C0635,Card
O02093,07/08/2024,C0677,Card
O02094,05/08/2024,C0790,Cash
O02095,12/03/2024,C0109,Card
O02096,04/01/2024,C1130,Mobile Banking
O02097,30/04/2024,C0191,Mobile Banking
